id_commune,adm2_pcode,nom_commune,arrondissement,type_prestataire,effectif,latitude,longitude,source
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524385,-72.340031,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527928,-72.336196,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525414,-72.334489,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526277,-72.338071,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524239,-72.339157,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524821,-72.33744,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526082,-72.336275,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527661,-72.335298,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528453,-72.33842,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525784,-72.335465,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527554,-72.338564,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524659,-72.339455,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528181,-72.34025,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52769,-72.336305,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526213,-72.335609,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524298,-72.336881,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52747,-72.339607,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526851,-72.337467,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527268,-72.335704,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526815,-72.336972,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.523644,-72.33847,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524747,-72.337674,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52858,-72.337843,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.523809,-72.33889,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525221,-72.338606,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526802,-72.336322,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527445,-72.33559,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528344,-72.337856,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.523596,-72.339292,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527794,-72.339754,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524427,-72.337523,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524373,-72.337288,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526136,-72.336116,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525268,-72.338008,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52563,-72.336512,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524167,-72.339768,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528911,-72.334522,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525055,-72.336096,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528132,-72.334479,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526156,-72.335993,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524038,-72.33866,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526194,-72.334878,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525295,-72.33908,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52452,-72.336819,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528011,-72.335154,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526052,-72.335977,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526964,-72.33653,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.523966,-72.336395,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.523709,-72.337799,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525439,-72.33733,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52408,-72.339427,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524483,-72.336768,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526946,-72.334743,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527005,-72.338213,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.529211,-72.340157,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528156,-72.3374,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526379,-72.339797,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.529086,-72.33735,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.5263,-72.336863,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525449,-72.338692,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526093,-72.33717,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528417,-72.340164,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524301,-72.334917,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524111,-72.33697,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525147,-72.33626,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527821,-72.336337,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524106,-72.335682,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524841,-72.334798,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526789,-72.340069,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528438,-72.338068,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525362,-72.335444,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525205,-72.334576,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524995,-72.337204,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524447,-72.334678,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52607,-72.340024,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528809,-72.33434,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528804,-72.335802,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526573,-72.334933,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528091,-72.338398,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525701,-72.336324,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52794,-72.339727,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52908,-72.338719,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524196,-72.338848,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524379,-72.335307,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527056,-72.339218,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524638,-72.335046,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528124,-72.338432,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526464,-72.334463,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.523543,-72.33943,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52425,-72.338916,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.52419,-72.336228,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527625,-72.337256,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524658,-72.336807,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527752,-72.335469,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524246,-72.33586,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.529025,-72.339551,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525265,-72.337908,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527437,-72.337362,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525178,-72.33456,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.523609,-72.334745,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527263,-72.336963,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524301,-72.339658,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.529257,-72.337779,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.529058,-72.336718,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526264,-72.335468,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.523566,-72.335585,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528436,-72.339639,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524855,-72.335513,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527095,-72.337109,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527078,-72.335087,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.525704,-72.337818,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.527371,-72.337739,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.526183,-72.335089,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.524879,-72.338807,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.528359,-72.335818,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Maison de Transfert,139,18.523859,-72.339662,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.532363,-72.323871,osm_reel
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.532564,-72.35856,osm_reel
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528407,-72.339417,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524323,-72.338432,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524453,-72.334768,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524381,-72.338586,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.523586,-72.339601,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524507,-72.339961,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527006,-72.339974,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525821,-72.33621,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526487,-72.338386,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528566,-72.335044,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524548,-72.340033,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524956,-72.338873,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525957,-72.336866,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525701,-72.339998,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524069,-72.337151,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.523771,-72.335293,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524054,-72.334745,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528875,-72.335232,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528272,-72.334416,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527314,-72.335617,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524267,-72.33562,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526545,-72.337077,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526236,-72.335148,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527297,-72.337983,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524298,-72.338695,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525961,-72.337427,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525664,-72.338898,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525424,-72.338096,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527574,-72.338017,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.529153,-72.338513,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526345,-72.334796,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526672,-72.338324,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527375,-72.335202,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526656,-72.335468,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525188,-72.336496,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524674,-72.335885,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528624,-72.336125,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527146,-72.339501,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527814,-72.339723,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.529075,-72.339787,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.529213,-72.339469,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527021,-72.335489,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.52823,-72.335598,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.52498,-72.334618,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.52403,-72.336753,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524487,-72.336597,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526894,-72.336904,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526595,-72.337498,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528255,-72.33571,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527057,-72.337341,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524178,-72.334706,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.523986,-72.339591,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525971,-72.336347,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527487,-72.335648,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.52885,-72.338292,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525083,-72.335719,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525346,-72.338109,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524346,-72.339348,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526087,-72.334677,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527838,-72.337994,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.529076,-72.336976,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526336,-72.335612,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.529379,-72.338036,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.529167,-72.335987,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528563,-72.339583,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524191,-72.336471,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527576,-72.336764,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526185,-72.34022,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.525232,-72.335341,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526113,-72.337543,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.52897,-72.338482,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524123,-72.335606,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528735,-72.334312,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528481,-72.33859,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.529454,-72.339655,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.52736,-72.3363,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528842,-72.339751,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524904,-72.34012,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.52812,-72.339436,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528923,-72.339105,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.523676,-72.336356,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.523769,-72.340261,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528268,-72.336658,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528556,-72.338863,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528265,-72.33995,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528092,-72.334727,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528487,-72.336105,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.52467,-72.340053,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.526487,-72.339544,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527239,-72.335823,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524391,-72.335187,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.524618,-72.335886,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527719,-72.338669,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527129,-72.334413,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.527157,-72.339967,bruit_synthetique
C-001,HT0111,Port-au-Prince,Port-au-Prince,Agent Non Bancaire,248,18.528764,-72.34004,bruit_synthetique
